Item;Tipo de resolución;N° de resolución;Año;Fecha;Organización Deportiva;Distrito;Provincia;Dpto;Base legal;Procedimiento;Afiliación;Disciplina;Lugar de registro;N° partida;Caja;PQTE;Observación 1;Observación 2
3314;RENADE;021-GENADAF-RND-2004;2004;23/03/2004;CLUB DEPORTIVO UNIDAD VECINAL N° 3;CERCADO DE LIMA ;LIMA ;LIMA;LEY 28036 ART 26-NUM 3 Y ART 38;INSCRIPCION PRIMIGENIA;LIGA DEPORTIVA DISTRITAL DE FUTBOL DE CERCADO DE LIMA;FUTBOL;LIBRO DE CLUBES RENADE;3244-328-2004;502;13-22;;
3315;RENADE;022-GENADAF-RND-2004;2004;24/03/2004;CLUB DEPORTIVO JUVENTUD POBLET;PACHACAMAC;LIMA;LIMA;LEY 28036 ART 26-NUM 3 Y ART 38;INSCRIPCION PRIMIGENIA;LIGA DEPORTIVA DISTRITAL DE FUTBOL DE PACHACAMAC;FUTBOL;LIBRO DE CLUBES RENADE;3245-328-2004;502;13-22;;
3316;RENADE;023-DINADAF-RND-2004;2004;26/03/2004;CLUB DEPORTIVO ASOCIACION DEPORTIVO VERAZCRUZ;BARRANCA ;BARRANCA;LIMA;LEY 28036 ART 26-NUM 3 Y ART 38;INSCRIPCION PRIMIGENIA;LIGA DEPORTIVA DISTRITAL DE FUTBOL DE BARRANCA;FUTBOL;LIBRO DE CLUBES RENADE;3246-328-2004;502;23-33;;
3317;RENADE;024-DINADAF-RND-2004;2004;29/03/2004;CLUB DEPORTIVO JUVENTUD SANTA ROSA;HUALLANCA;BOLOGNESI;ANCASH;LEY 28036 ART 26-NUM 3 Y ART 38;INSCRIPCION PRIMIGENIA;LIGA DEPORTIVA DISTRITAL DE FUTBOL DE HUALLANCA;FUTBOL;LIBRO DE CLUBES RENADE;3247-328-2004;502;23-33;;
3318;RENADE;025-DINADAF-RND-2004;2004;29/03/2004;CLUB DEPORTIVO SAN MARTIN DE PORRES DE VITOCA;PARIACOTO;HUARAZ;ANCASH;LEY 28036 ART 26-NUM 3 Y ART 38;INSCRIPCION PRIMIGENIA;LIGA DEPORTIVA DISTRITAL DE FUTBOL DE PARIACOTO;FUTBOL;LIBRO DE CLUBES RENADE;3248-328-2004;502;23-33;;
3319;RENADE;026-DINADAF-RND-2004;2004;29/03/2004;CLUB DEPORTIVO ATLETICO REAL TICAPAMPA;TICAPAMPA;RECUAY;ANCASH;LEY 28036 ART 26-NUM 3 Y ART 38;INSCRIPCION PRIMIGENIA;LIGA DEPORTIVA DISTRITAL DE FUTBOL DE TICAPAMPA;FUTBOL;LIBRO DE CLUBES RENADE;3249-328-2004;502;23-33;;
3320;RENADE;027-DINADAF-RND-2004;2004;2/04/2004;CLUB DEPORTIVO FUTBOL CLUB CENTINELA;LURIN;LIMA;LIMA;LEY 28036 ART 26-NUM 3 Y ART 38;INSCRIPCION PRIMIGENIA;LIGA DEPORTIVA DISTRITAL DE FUTBOL DE LURIN;FUTBOL;LIBRO DE CLUBES RENADE;3250-328-2004;502;23-33;;
3321;RENADE;028-DINADAF-RND-2004;2004;7/04/2004;CLUB DEPORTIVO EL BUEN PASTOR ;LOS OLIVOS ;LIMA;LIMA;LEY 28036 ART 26-NUM 3 Y ART 38;AMPLIACION DE DISCIPLINA DEPORTIVA DE VOLEIBOL;LIGA DEPORTIVA DISTRITAL DE VOLEIBOL DE PUEBLO LIBRE;VOLEIBOL;LIBRO DE CLUBES RENADE;3225-326-2003-I;502;23-33;;
3322;RENADE;029-DINADAF-RND-2004;2004;16/04/2004;CLUB DEPORTIVO INDEPENDIENTE DEL AGUSTINO;EL AGUSTINO;LIMA ;LIMA;LEY 28036 ART 26-NUM 3 Y ART 38;INSCRIPCION PRIMIGENIA;LIGA DEPORTIVA DISTRITAL DE FUTBOL DE EL AGUSTINO;FUTBOL;LIBRO DE CLUBES RENADE;3251-329-2004;502;23-33;;
3323;RENADE;030-DINADAF-RND-2004;2004;4/05/2004;CLUB DEPORTIVO CLUB ATLETICO ONCE ESTRELLAS;SURQUILLO;LIMA ;LIMA;LEY 28036 ART 26-NUM 3 Y ART 38;INSCRIPCION PRIMIGENIA;LIGA DEPORTIVA DISTRITAL DE FUTBOL DE SURQUILLO;FUTBOL;LIBRO DE CLUBES RENADE;3252-329-2004;502;23-33;;
3324;RENADE;031-DINADAF-RND-2004;2004;10/05/2004;CLUB DEPORTIVO COMERCIANTES SCORPION'S CLUB;CAJAMARCA;CAJAMARCA;CAJAMARCA;LEY 28036 ART 26-NUM 3 Y ART 38;CAMBIO DE DENOMINACION SOCIAL;FEDERACION DEPARTAMENTAL DE FUTBOL DE CAJAMARCA;FUTBOL;LIBRO DE CLUBES RENADE;095-01-86-I;502;23-33;CAMBIAR DEL CLUB DEPORTIVOCOMERCIANTES UNIDOS SCORPION'S CLUB A CLUB DEPORTIVO CLUB SPORTING CAXAMARCA - SCORPION'S CLUB;
3325;RENADE;032-DINADAF-RND-2004;2004;13/05/2004;CLUB DEPORTIVO ASOCIACION DEPORTIVA CLUB BOWLING PLAZA;SANTIAGO DE SURCO;LIMA;LIMA;LEY 28036 ART 26-NUM 3 Y ART 38;INSCRIPCION PRIMIGENIA;FEDERACION DEPORTIVA PERUANA DE BOWLING;BOWLING;LIBRO DE CLUBES RENADE;3253-329-2004;502;23-33;;
3326;RENADE;033-DINADAF-RND-2004;2004;13/05/2004;CLUB DEPORTIVO ASOCIACION DEPORTIVA CLUB TIME OUT;SANTIAGO DE SURCO;LIMA ;LIMA;LEY 28036 ART 26-NUM 3 Y ART 38;INSCRIPCION PRIMIGENIA;FEDERACION DEPORTIVA PERUANA DE BOWLING;BOWLING;LIBRO DE CLUBES RENADE;3254-329-2004;502;23-33;;
3327;RENADE;035-DINADAF-RND-2004;2004;14/05/2004;CLUB DEPORTIVO MARIANO IBERICO RODRIGUEZ;;;CAJAMARCA;LEY 28036 ART 26-NUM 3 Y ART 38;CAMBIO DE DENOMINACION SOCIAL;LIGAS DEPORTIVAS AJEDREZ, ATLETISMO, BASKETBALL, CICLISMO, NATACION, GIMNASIA, KARATE, VOLEIBOL Y FEDERACION DEPARTAMENTAL DE FUTBOL DE CAJAMARCA;"AJEDREZ, ATLETISMO, BASKETBALL, CICLISMO,
NATACION, GIMNASIA, KARATE, VOLEIBOL Y FUTBOL";LIBRO DE CLUBES RENADE;721-F-54-01;502;34-45;CAMBIAR DEL CLUB DEPORTIVO MARIANO IBERICO RODRIGUEZ A CLUB DEPORTIVO CLUB CULTURAL DEPORTIVO DAVY;
3328;RENADE;036-DINADAF-RND-2004;2004;26/05/2004;CLUB DEPORTIVO MUNICIPAL DE MACARI;MACARI;MELGAR;PUNO;LEY 28036 ART 26-NUM 3 Y ART 38;INSCRIPCION PRIMIGENIA;LIGA DEPORTIVA DISTRITAL DE FUTBOL DE MACARI - MELGAR - PUNO;FUTBOL;LIBRO DE CLUBES RENADE;3256-329-2004;502;34-45;;
3329;RENADE;037-DINADAF-RND-2004;2004;1/06/2004;CLUB DEPORTIVO CULTURAL SPORT BOLIVAR F.BC,SUPE;SUPE;BARRANCA;LIMA;LEY 28036 ART 26-NUM 3 Y ART 38;INSCRIPCION PRIMIGENIA;LIGA DEPORTIVA DISTRITAL DE FUTBOL DE SUPE;FUTBOL;LIBRO DE CLUBES RENADE;3257-329-2004;502;34-45;;
3330;RENADE;038-DINADAF-RND-2004;2004;8/06/2004;CLUB DEPORTIVO ASOCIACION DEPORTIVA SPORT VENDAVAL DEL NORTE;HUACHO;HUAURA;LIMA;LEY 28036 ART 26-NUM 3 Y ART 38;INSCRIPCION PRIMIGENIA;LIGA DEPORTIVA DISTRITAL DE FUTBOL DE HUACHO;FUTBOL;LIBRO DE CLUBES RENADE;3258-329-2004;502;34-45;;
3331;RENADE;039-DINADAF-RND-2004;2004;15/06/2004;CLUB DEPORTIVO NISHIYAMA J.K. A DOJO PUNO;PUNO;PUNO;PUNO;LEY 28036 ART 26-NUM 3 Y ART 38;INSCRIPCION PRIMIGENIA;LIGA DEPORTIVA DISTRITAL DE KARATE DE PUNO;KARATE;LIBRO DE CLUBES RENADE;3259-329-2004;502;34-45;;
3332;RENADE;040-DINADAF-RND-2004;2004;16/06/2004;CLUB DEPORTIVO CLUB NATACION AQUARIUM DE BARRANCA;BARRANCA;BARRANCA;LIMA;LEY 28036 ART 26-NUM 3 Y ART 38;INSCRIPCION PRIMIGENIA;FEDERACION DEPORTIVA PERUANA DE NATACION;NATACION;LIBRO DE CLUBES RENADE;3260-329-2004;502;34-45;;
3333;RENADE;041-DINADAF-RND-2004;2004;21/06/2004;CLUB DEPORTIVO LOS FANTASMAS SE DIVIERTEN;RIMAC;LIMA;LIMA;LEY 28036 ART 26-NUM 3 Y ART 38;INSCRIPCION PRIMIGENIA;LIGA DEPORTIVA DISTRITAL DE FUTBOL DEL RIMAC;FUTBOL;LIBRO DE CLUBES RENADE;3261-330-2004;502;34-45;;
3334;RENADE;042-DINADAF-RND-2004;2004;21/06/2004;CLUB DEPORTIVO CICLON DEL RIMAC;RIMAC;LIMA ;LIMA;LEY 28036 ART 26-NUM 3 Y ART 38;INSCRIPCION PRIMIGENIA;LIGA DEPORTIVA DISTRITAL DE FUTBOL DEL RIMAC;FUTBOL;LIBRO DE CLUBES RENADE;3262-330-2004;502;34-45;;
3335;RENADE;043-DINADAF-RND-2004;2004;21/06/2004;CLUB DEPORTIVO CLUB DE KUNG-FU WUSHU LONG TEN GRAGON DEL NORTE;TRUJILLO;TRUJILLO;LA LIBERTAD;LEY 28036 ART 26-NUM 3 Y ART 38;INSCRIPCION PRIMIGENIA;FEDERACION DEPORTIVA PERUANA DE KUNG FU;KUNG FU;LIBRO DE CLUBES RENADE;3263-330-2004;502;34-45;;
3336;RENADE;044-DINADAF-RND-2004;2004;21/06/2004;CLUB DEPORTIVO CLUB KUNG-FU WUSHU TEN FU CHING TIGRE DEL NORTE;TRUJILLO;TRUJILLO;LA LIBERTAD;LEY 28036 ART 26-NUM 3 Y ART 38;INSCRIPCION PRIMIGENIA;FEDERACION DEPORTIVA PERUANA DE KUNG FU;KUNG FU;LIBRO DE CLUBES RENADE;3264-330-2004;502;34-45;;
3337;RENADE;045-DINADAF-RND-2004;2004;21/06/2004;CLUB DEPORTIVO ASOCIACION CENTRAL MUTUALISTA CHONGOS ALTO;EL AGUSTINO;LIMA;LIMA;LEY 28036 ART 26-NUM 3 Y ART 38;INSCRIPCION PRIMIGENIA;LIGA DEPORTIVA DISTRITAL DE FUTBOL DE EL AGUSTINO;FUTBOL;LIBRO DE CLUBES RENADE;3265-330-2004;502;34-45;;
3338;RENADE;046-DINADAF-RND-2004;2004;21/06/2004;CLUB DEPORTIVO CLUB UP4A;SAN MARTIN DE PORRES;LIMA ;LIMA;LEY 28036 ART 26-NUM 3 Y ART 38;INSCRIPCION PRIMIGENIA;LIGA DEPORTIVA DISTRITAL DE FUTBOL DE SAN MARTIN DE PORRES;FUTBOL;LIBRO DE CLUBES RENADE;3266-330-2004;503;46-54;;
3339;RENADE;047-DINADAF-RND-2004;2004;28/06/2004;CLUB DEPORTIVO ASOCIACION CULTURAL DEPORTIVA VANGUARDIA WARI;AYACUCHO;HUAMANGA;AYACUCHO;LEY 28036 ART 26-NUM 3 Y ART 38;INSCRIPCION PRIMIGENIA;FEDERACION DEPORTIVA PERUANA DE KUNG FU;KUNG FU;LIBRO DE CLUBES RENADE;3267-330-2004;503;46-54;;
3340;RENADE;048-DINADAF-RND-2004;2004;30/06/2004;CLUB ATLETICO ARSENAL DE AMANCAES;RIMAC;LIMA ;LIMA;LEY 28036 ART 26-NUM 3 Y ART 38;INSCRIPCION PRIMIGENIA;LIGA DEPORTIVA DISTRITAL DE FUTBOL DEL RIMAC;FUTBOL;LIBRO DE CLUBES RENADE;3268-330-2004;503;46-54;;
3341;RENADE;049-DINADAF-RND-2004;2004;30/06/2004;CLUB DEPORTIVO ALIANZA PIZARRO;RIMAC;LIMA ;LIMA;LEY 28036 ART 26-NUM 3 Y ART 38;INSCRIPCION PRIMIGENIA;LIGA DEPORTIVA DISTRITAL DE FUTBOL DEL RIMAC;FUTBOL;LIBRO DE CLUBES RENADE;3269-330-2004;503;46-54;;
3342;RENADE;050-DINADAF-RND-2004;2004;28/06/2004;CLUB DEPORTIVO SOCIAL CULTURAL OASIS;ANCON;LIMA ;LIMA;LEY 28036 ART 26-NUM 3 Y ART 38;INSCRIPCION PRIMIGENIA;LIGA DEPORTIVA DISTRITAL DE FUTBOL DE ANCON;FUTBOL;LIBRO DE CLUBES RENADE;3270-330-2004;503;46-54;;
3343;RENADE;051-DINADAF-RND-2004;2004;2/07/2004;CLUB DEPORTIVO JAVIER HERAUD VITARTE;ATE VITARTE;LIMA ;LIMA;LEY 28036 ART 26-NUM 3 Y ART 38;INSCRIPCION PRIMIGENIA;LIGA DEPORTIVA DE FUTBOL AMATEUR DE ATE VITARTE;FUTBOL;LIBRO DE CLUBES RENADE;3271-331-2004;503;46-54;;
3344;RENADE;052-DINADAF-RND-2004;2004;5/07/2004;CLUB DEPORTIVO SOCIAL Y CULTURAL MARISCAL CASTILLA DE SANTIAGO DE SURCO;SANTIAGO DE SURCO;LIMA;LIMA;LEY 28036 ART 26-NUM 3 Y ART 38;INSCRIPCION PRIMIGENIA;LIGA DEPORTIVA DISTRITAL DE FUTBOL DE SANTIAGO DE SURCO;FUTBOL;LIBRO DE CLUBES RENADE;3272-331-2004;503;46-54;;
3345;RENADE;053-DINADAF-RND-2004;2004;5/07/2004;CLUB DEPORTIVO JUVENTUD 2000;LURIN;LIMA ;LIMA;LEY 28036 ART 26-NUM 3 Y ART 38;INSCRIPCION PRIMIGENIA;LIGA DEPORTIVA DISTRITAL DE FUTBOL DE ATE LURIN;FUTBOL;LIBRO DE CLUBES RENADE;3273-331-2004;503;46-54;;
3346;RENADE;054-DINADAF-RND-2004;2004;5/07/2004;CLUB DEPORTIVO CENTRO NAVAL DEL PERU;SAN BORJA;LIMA ;LIMA;LEY 28036 ART 26-NUM 3 Y ART 38;AMPLIACION DE DISCIPLINA DEPORTIVA DE PALETA DE FRONTON, KARATE, REMO, SQUASH RACKET Y VOLEIBOL;FEDERACIONES DEPORTIVAS PERUANAS DE PALETA FRONTON, KARATE, REMO, SQUASH RACKET, Y LIGA DEPORTIVA DISTRITAL DE VOLEIBOL DE SANTIAGO DE SURCO;PALETA FRONTON, KARATE, REMO, SQUASH RACKET Y VOLEIBOL;LIBRO DE CLUBES RENADE;1718-172-87-III;503;46-54;;
3347;RENADE;055-DINADAF-RND-2004;2004;5/07/2004;CLUB DEPORTIVO JUVENTUD COSMOS DE BARRANCA;BARRANCA;BARRANCA;LIMA;LEY 28036 ART 26-NUM 3 Y ART 38;INSCRIPCION PRIMIGENIA;LIGA DEPORTIVA DISTRITAL DE FUTBOL DE BARRANCA;FUTBOL;LIBRO DE CLUBES RENADE;3274-331-2004;503;55-65;;
3348;RENADE;056-DINADAF-RND-2004;2004;5/07/2004;CLUB DEPORTIVO SANTA ROSA DE LAS AMERICAS ;LOS OLIVOS ;LIMA;LIMA;LEY 28036 ART 26-NUM 3 Y ART 38;INSCRIPCION PRIMIGENIA;LIGA DEPORTIVA DISTRITAL DE FUTBOL DE LOS OLIVOS;FUTBOL;LIBRO DE CLUBES RENADE;3275-331-2004;503;55-65;;
3349;RENADE;057-DINADAF-RND-2004;2004;5/07/2004;CLUB DEPORTIVO COMERCIANTES UNIDOS DEL CASERIO PIEDRA HERRADA;BUENOS AIRES;MORROPON ;PIURA;LEY 28036 ART 26-NUM 3 Y ART 38;INSCRIPCION PRIMIGENIA;LIGA DEPORTIVA DISTRITAL DE FUTBOL DE BUENOS AIRES;FUTBOL;LIBRO DE CLUBES RENADE;3276-331-2004;503;55-65;;
3350;RENADE;058-DINADAF-RND-2004;2004;5/07/2004;CLUB DEPORTIVO SAN JUAN BAUTISTA DE SAN JUAN;SAN JUAN;LUCANAS;AYACUCHO;LEY 28036 ART 26-NUM 3 Y ART 38;INSCRIPCION PRIMIGENIA;LIGA DEPORTIVA DISTRITAL DE FUTBOL DE SAN JUAN;FUTBOL;LIBRO DE CLUBES RENADE;3277-331-2004;503;55-65;;
3351;RENADE;059-DINADAF-RND-2004;2004;5/07/2004;CLUB DEPORTIVO ESTUDIANTIL AMAUTA DE SAN JUAN;SAN JUAN;LUCANAS;AYACUCHO;LEY 28036 ART 26-NUM 3 Y ART 38;INSCRIPCION PRIMIGENIA;LIGA DEPORTIVA DISTRITAL DE FUTBOL DE SAN JUAN;FUTBOL;LIBRO DE CLUBES RENADE;3278-331-2004;503;55-65;;
3352;RENADE;060-DINADAF-RND-2004;2004;6/07/2004;CLUB DEPORTIVO VIRGEN ASUNTA DE UTEC;SAN JUAN;LUCANAS;AYACUCHO;LEY 28036 ART 26-NUM 3 Y ART 38;INSCRIPCION PRIMIGENIA;LIGA DEPORTIVA DISTRITAL DE FUTBOL DE SAN JUAN;FUTBOL;LIBRO DE CLUBES RENADE;3279-331-2004;503;55-65;;
3353;RENADE;061-DINADAF-RND-2004;2004;6/07/2004;CLUB DEPORTIVO DEFENSOR ACOLA;SAN JUAN ;LUCANAS;AYACUCHO;LEY 28036 ART 26-NUM 3 Y ART 38;INSCRIPCION PRIMIGENIA;LIGA DEPORTIVA DISTRITAL DE FUTBOL DE SAN JUAN;FUTBOL;LIBRO DE CLUBES RENADE;3280-331-2004;503;55-65;;
3354;RENADE;062-DINADAF-RND-2004;2004;7/07/2004;CLUB DEPORTIVO CENTRO DE RECREACION PARA TECNICOS, SUBOFICIALES Y EMPLEADOS CIVILES DE AERONAUTICA;SURCO;LIMA ;LIMA ;LEY 28036 ART 26-NUM 3 Y ART 38;AMPLIACION DE DISCIPLINA DEPORTIVA DE VOLEIBOL;LIGA DEPORTIVA DISTRITAL DE VOLEIBOL DE SAN JUAN DE MIRAFLORES;VOLEIBOL;LIBRO DE CLUBES RENADE;1374-138-87-II;503;55-65;;
3355;RENADE;063-DINADAF-RND-2004;2004;7/07/2004;CLUB DEPORTIVO LAS AGUILAS DEL CONDE ;IMPERIAL;CAÑETE;LIMA;LEY 28036 ART 26-NUM 3 Y ART 38;INSCRIPCION PRIMIGENIA;LIGA DEPORTIVA DISTRITAL DE FUTBOL DE IMPERIAL - CAÑETE;FUTBOL;LIBRO DE CLUBES RENADE;3281-332-2004;503;55-65;;
3356;RENADE;064-DINADAF-RND-2004;2004;13/07/2004;CLUB DEPORTIVO JUAN ROJAS CASTILLO;HUARAL;HUARAL;LIMA;LEY 28036 ART 26-NUM 3 Y ART 38;INSCRIPCION PRIMIGENIA;LIGA DEPORTIVA DISTRITAL DE FUTBOL DE HUARAL;FUTBOL;LIBRO DE CLUBES RENADE;3282-332-2004;503;55-65;;
3357;RENADE;065-DINADAF-RND-2004;2004;15/07/2004;CLUB DEPORTIVO SPORT MILENIUM CLUB;BAÑOS DEL INCA;CAJAMARCA;CAJAMARCA;LEY 28036 ART 26-NUM 3 Y ART 38;INSCRIPCION PRIMIGENIA;FEDERACION DEPARTAMENTAL DE FUTBOL DE CAJAMARCA;FUTBOL;LIBRO DE CLUBES RENADE;3283-332-2004;503;55-65;;
3358;RENADE;066-DINADAF-RND-2004;2004;16/07/2004;CLUB DEPORTIVO FIORI;INDEPENDENCIA;LIMA ;LIMA ;LEY 28036 ART 26-NUM 3 Y ART 38;INSCRIPCION PRIMIGENIA;LIGA DEPORTIVA DISTRITAL DE FUTBOL DE INDEPENDENCIA;FUTBOL;LIBRO DE CLUBES RENADE;3284-332-2004;503;66-76;;
3359;RENADE;067-DINADAF-RND-2004;2004;15/07/2004;CLUB DEPORTIVO DEFENSOR CASHAHUACRA;SANTA EULALIA;HUAROCHIRI;LIMA;LEY 28036 ART 26-NUM 3 Y ART 38;INSCRIPCION PRIMIGENIA;LIGA DEPORTIVA DISTRITAL DE FUTBOL DE SANTA EULALIA;FUTBOL;LIBRO DE CLUBES RENADE;3285-332-2004;503;66-76;;
3360;RENADE;068-DINADAF-RND-2004;2004;16/07/2004;CLUB DEPORTIVO SOCIAL LATINO;SAN MARTIN DE PORRES;LIMA ;LIMA;LEY 28036 ART 26-NUM 3 Y ART 38;INSCRIPCION PRIMIGENIA;LIGA DEPORTIVA DISTRITAL DE FUTBOL DE SAN MARTIN DE PORRES;FUTBOL;LIBRO DE CLUBES RENADE;3286-332-2004;503;66-76;;
3361;RENADE;069-DINADAF-RND-2004;2004;16/07/2004;CLUB DEPORTIVO DEFENSOR TARTAR CHICO;BAÑOS DEL INCA;CAJAMARCA;CAJAMARCA;LEY 28036 ART 26-NUM 3 Y ART 38;INSCRIPCION PRIMIGENIA;FEDERACION DEPARTAMENTAL DE FUTBOL DE CAJAMARCA;FUTBOL;LIBRO DE CLUBES RENADE;3287-332-2004;503;66-76;;
3362;RENADE;070-DINADAF-RND-2004;2004;16/07/2004;CLUB DEPORTIVO ASTROS DEL SUR;PACHACUTEC;ICA;ICA;LEY 28036 ART 26-NUM 3 Y ART 38;INSCRIPCION PRIMIGENIA;LIGA DEPORTIVA DISTRITAL DE FUTBOL DE PACHACUTEC;FUTBOL;LIBRO DE CLUBES RENADE;3288-332-2004;503;66-76;;
3363;RENADE;071-DINADAF-RND-2004;2004;16/07/2004;CLUB DEPORTIVO CULTURAL LOS AMIGOS DEL 4;SAN CLEMENTE;PISCO;ICA;LEY 28036 ART 26-NUM 3 Y ART 38;INSCRIPCION PRIMIGENIA;LIGA DEPORTIVA DISTRITAL DE FUTBOL DE SAN CLEMENTE;FUTBOL;LIBRO DE CLUBES RENADE;3289-332-2004;503;66-76;;
3364;RENADE;072-DINADAF-RND-2004;2004;21/07/2004;CLUB DEPORTIVO FERMIN APARICIO;HUAURA;HUAURA;LIMA;LEY 28036 ART 26-NUM 3 Y ART 38;INSCRIPCION PRIMIGENIA;LIGA DEPORTIVA DISTRITAL DE FUTBOL DE HUAURA;FUTBOL;LIBRO DE CLUBES RENADE;3290-332-2004;503;66-76;;
3365;RENADE;073-DINADAF-RND-2004;2004;23/07/2004;CLUB DEPORTIVO SPORT UNION SANTA ROSA;LURIN;LIMA ;LIMA ;LEY 28036 ART 26-NUM 3 Y ART 38;INSCRIPCION PRIMIGENIA;LIGA DEPORTIVA DISTRITAL DE FUTBOL DE LURIN;FUTBOL;LIBRO DE CLUBES RENADE;3291-333-2004;503;66-76;;
3366;RENADE;075-DINADAF-RND-2004;2004;9/08/2004;CLUB DEPORTIVO CLUB SPORTING CULTURAL DEPORTIVO INDEPENDIENTE;BARRANCA;BARRANCA;LIMA;LEY 28036 ART 26-NUM 3 Y ART 38;INSCRIPCION PRIMIGENIA;LIGA DEPORTIVA DISTRITAL DE FUTBOL DE BARRANCA;FUTBOL;LIBRO DE CLUBES RENADE;3293-333-2004;503;66-76;;
3367;RENADE;076-DINADAF-RND-2004;2004;13/08/2004;CLUB DEPORTIVO ATLETICO CULTURAL AMIGOS DE LA CAHUIDE;TUPAC AMARU INCA;PISCO;ICA;LEY 28036 ART 26-NUM 3 Y ART 38;INSCRIPCION PRIMIGENIA;LIGA DEPORTIVA DISTRITAL DE FUTBOL DE TUPAC AMARU INCA;FUTBOL;LIBRO DE CLUBES RENADE;3294-333-2004;503;66-76;;
3368;RENADE;077-DINADAF-RND-2004;2004;13/08/2004;CLUB DEPORTIVO CLUB SOCIAL DEPORTIVO FAMILIA SALAVERRY;VILLA MARIA DEL TRIUNFO;LIMA ;LIMA;LEY 28036 ART 26-NUM 3 Y ART 38;INSCRIPCION PRIMIGENIA;LIGA DEPORTIVA DISTRITAL DE FUTBOL DE VILLA MARIA DEL TRIUNFO;FUTBOL;LIBRO DE CLUBES RENADE;3295-333-2004;503;77-84;;
3369;RENADE;078-DINADAF-RND-2004;2004;16/08/2004;CLUB DEPORTIVO ARAYA GRANDE;BARRANCA;BARRANCA;LIMA;LEY 28036 ART 26-NUM 3 Y ART 38;INSCRIPCION PRIMIGENIA;LIGA DEPORTIVA DISTRITAL DE FUTBOL DE BARRANCA;FUTBOL;LIBRO DE CLUBES RENADE;3296-333-2004;503;77-84;;
3370;RENADE;079-DINADAF-RND-2004;2004;16/08/2004;CLUB DEPORTIVO CLUB ATLETICO TRINCHERA;LURIGANCHO - CHOSICA;LIMA;LIMA;LEY 28036 ART 26-NUM 3 Y ART 38;INSCRIPCION PRIMIGENIA;LIGA DEPORTIVA DISTRITAL DE FUTBOL DE LURIGANCHO - CHOSICA;FUTBOL;LIBRO DE CLUBES RENADE;3297-333-2004;503;77-84;;
3371;RENADE;080-DINADAF-RND-2004;2004;17/08/2004;CLUB DEPORTIVO EL INCA;CAJAMARCA;CAJAMARCA;CAJAMARCA;LEY 28036 ART 26-NUM 3 Y ART 38;INSCRIPCION PRIMIGENIA;FEDERACION DEPARTAMENTAL DE FUTBOL DE CAJAMARCA;FUTBOL;LIBRO DE CLUBES RENADE;3298-333-2004;503;77-84;;
3372;RENADE;081-DINADAF-RND-2004;2004;17/08/2004;CLUB DEPORTIVO JUVENIL SANTA ELENA-JUSEC;CAJAMARCA;CAJAMARCA;CAJAMARCA;LEY 28036 ART 26-NUM 3 Y ART 38;INSCRIPCION PRIMIGENIA;FEDERACION DEPARTAMENTAL DE FUTBOL DE CAJAMARCA;FUTBOL;LIBRO DE CLUBES RENADE;3299-333-2004;503;77-84;;
3373;RENADE;082-DINADAF-RND-2004;2004;17/08/2004;CLUB DEPORTIVO ASOCIACION CLUB DEPORTIVO MERCADO SAN SEBASTIAN;CAJAMARCA;CAJAMARCA;CAJAMARCA;LEY 28036 ART 26-NUM 3 Y ART 38;INSCRIPCION PRIMIGENIA;FEDERACION DEPARTAMENTAL DE FUTBOL DE CAJAMARCA;FUTBOL;LIBRO DE CLUBES RENADE;3300-333-2004;503;77-84;;
3374;RENADE;083-DINADAF-RND-2004;2004;17/08/2004;CLUB DEPORTIVO PARAISO-LA MOLINA;LA MOLINA;LIMA;LIMA;LEY 28036 ART 26-NUM 3 Y ART 38;INSCRIPCION PRIMIGENIA;LIGA DEPORTIVA DISTRITAL DE FUTBOL DE LA MOLINA;FUTBOL;LIBRO DE CLUBES RENADE;3301-334-2004;503;77-84;;
3375;RENADE;084-DINADAF-RND-2004;2004;18/08/2004;CLUB DEPORTIVO CLUB UNION DEPORTIVO ONCE AMIGOS;CATACAOS;PIURA;PIURA;LEY 28036 ART 26-NUM 3 Y ART 38;INSCRIPCION PRIMIGENIA;LIGA DEPORTIVA DISTRITAL DE FUTBOL DE CATACAOS;FUTBOL;LIBRO DE CLUBES RENADE;3302-334-2004;503;77-84;;
3376;RENADE;085-DINADAF-RND-2004;2004;19/08/2004;CLUB DEPORTIVO ACADEMIA DE VOLEIBOL SANTA ROSA;CALLAO;CALLAO;LIMA;LEY 28036 ART 26-NUM 3 Y ART 38;INSCRIPCION PRIMIGENIA;LIGA DEPORTIVA DISTRITAL DE VOLEIBOL DE LIMA;VOLEIBOL;LIBRO DE CLUBES RENADE;3303-334-2004;503;85-93;;
3377;RENADE;086-DINADAF-RND-2004;2004;23/08/2004;CLUB  DEPORTIVO ESTUDIANTES INSTITUTO SUPERIOR AYAVIRI-I.S.A.;AYAVIRI;MELGAR;PUNO;LEY 28036 ART 26-NUM 3 Y ART 38;INSCRIPCION PRIMIGENIA;LIGA DEPORTIVA DISTRITAL DE FUTBOL DE AYAVIRI-MELGAR;FUTBOL;LIBRO DE CLUBES RENADE;3304-334-2004;503;85-93;;
